Date,State,Market,Crop,Variety,Min_Price,Max_Price,Modal_Price
2025-05-01,Maharashtra,Pune,Rice,Local,3099,3499,3299
2026-03-25,Maharashtra,Nagpur,Tomato,Local,2735,3135,2935
2026-05-05,Maharashtra,Nashik,Wheat,Local,2231,2631,2431
2026-03-31,Maharashtra,Aurangabad,Soybean,Local,4050,4450,4250
2025-05-06,Maharashtra,Mumbai,Soybean,Local,1398,1798,1598
2025-11-19,Maharashtra,Nagpur,Tomato,Local,2793,3193,2993
2025-06-05,Maharashtra,Nashik,Rice,Local,1990,2390,2190
2025-10-11,Maharashtra,Mumbai,Onion,Local,1402,1802,1602
2026-01-23,Maharashtra,Mumbai,Tomato,Local,1415,1815,1615
2026-02-28,Maharashtra,Nagpur,Soybean,Local,2546,2946,2746
2026-05-05,Maharashtra,Aurangabad,Tomato,Local,4098,4498,4298
2025-02-08,Maharashtra,Aurangabad,Potato,Local,3850,4250,4050
2025-02-13,Maharashtra,Nagpur,Tomato,Local,957,1357,1157
2026-02-20,Maharashtra,Pune,Rice,Local,4197,4597,4397
2025-01-04,Maharashtra,Nashik,Onion,Local,2760,3160,2960
2025-04-26,Maharashtra,Pune,Rice,Local,843,1243,1043
2025-08-22,Maharashtra,Nagpur,Tomato,Local,1136,1536,1336
2025-01-24,Maharashtra,Nagpur,Wheat,Local,1097,1497,1297
2025-09-28,Maharashtra,Mumbai,Potato,Local,2230,2630,2430
2025-01-23,Maharashtra,Mumbai,Potato,Local,3946,4346,4146
2025-04-28,Maharashtra,Nagpur,Potato,Local,4235,4635,4435
2026-03-09,Maharashtra,Nagpur,Onion,Local,4070,4470,4270
2025-06-22,Maharashtra,Mumbai,Rice,Local,4003,4403,4203
2025-02-17,Maharashtra,Aurangabad,Potato,Local,2163,2563,2363
2025-03-21,Maharashtra,Nagpur,Rice,Local,3515,3915,3715
2026-02-03,Maharashtra,Nagpur,Tomato,Local,2159,2559,2359
2025-01-17,Maharashtra,Aurangabad,Rice,Local,4641,5041,4841
2026-05-09,Maharashtra,Aurangabad,Soybean,Local,2779,3179,2979
2025-12-24,Maharashtra,Nashik,Tomato,Local,3636,4036,3836
2025-10-19,Maharashtra,Nashik,Wheat,Local,3332,3732,3532
2025-10-27,Maharashtra,Nashik,Wheat,Local,3023,3423,3223
2026-01-02,Maharashtra,Mumbai,Wheat,Local,1739,2139,1939
2025-02-20,Maharashtra,Nashik,Onion,Local,850,1250,1050
2025-08-14,Maharashtra,Mumbai,Rice,Local,2098,2498,2298
2026-03-01,Maharashtra,Pune,Soybean,Local,3848,4248,4048
2025-12-15,Maharashtra,Nagpur,Soybean,Local,2902,3302,3102
2025-05-28,Maharashtra,Aurangabad,Rice,Local,2848,3248,3048
2025-08-09,Maharashtra,Pune,Wheat,Local,3303,3703,3503
2025-11-14,Maharashtra,Mumbai,Soybean,Local,2647,3047,2847
2026-02-10,Maharashtra,Pune,Onion,Local,4635,5035,4835
2025-08-06,Maharashtra,Aurangabad,Rice,Local,3605,4005,3805
2025-09-24,Maharashtra,Nashik,Rice,Local,4059,4459,4259
2025-10-28,Maharashtra,Pune,Potato,Local,2453,2853,2653
2025-08-23,Maharashtra,Nagpur,Rice,Local,879,1279,1079
2026-02-05,Maharashtra,Nagpur,Potato,Local,1418,1818,1618
2025-03-22,Maharashtra,Pune,Soybean,Local,4395,4795,4595
2026-03-03,Maharashtra,Pune,Onion,Local,3383,3783,3583
2025-12-28,Maharashtra,Pune,Soybean,Local,830,1230,1030
2025-11-02,Maharashtra,Pune,Soybean,Local,4490,4890,4690
2025-05-15,Maharashtra,Nashik,Onion,Local,2293,2693,2493
2025-03-06,Maharashtra,Aurangabad,Wheat,Local,1536,1936,1736
2025-06-17,Maharashtra,Pune,Soybean,Local,4255,4655,4455
2025-06-30,Maharashtra,Nashik,Wheat,Local,2689,3089,2889
2025-05-03,Maharashtra,Aurangabad,Soybean,Local,2558,2958,2758
2025-12-02,Maharashtra,Pune,Potato,Local,2135,2535,2335
2025-05-20,Maharashtra,Mumbai,Tomato,Local,887,1287,1087
2026-03-03,Maharashtra,Aurangabad,Rice,Local,2243,2643,2443
2025-11-17,Maharashtra,Mumbai,Potato,Local,3364,3764,3564
2025-01-28,Maharashtra,Aurangabad,Onion,Local,1237,1637,1437
2026-03-04,Maharashtra,Mumbai,Tomato,Local,2925,3325,3125
2025-07-31,Maharashtra,Nagpur,Onion,Local,3235,3635,3435
2025-07-04,Maharashtra,Nashik,Tomato,Local,4170,4570,4370
2025-02-28,Maharashtra,Mumbai,Potato,Local,1903,2303,2103
2025-01-16,Maharashtra,Aurangabad,Rice,Local,2884,3284,3084
2025-04-18,Maharashtra,Mumbai,Rice,Local,4086,4486,4286
2025-03-01,Maharashtra,Pune,Potato,Local,4171,4571,4371
2025-03-17,Maharashtra,Mumbai,Potato,Local,4579,4979,4779
2026-01-29,Maharashtra,Nagpur,Tomato,Local,1066,1466,1266
2025-11-24,Maharashtra,Pune,Potato,Local,3224,3624,3424
2025-01-25,Maharashtra,Nagpur,Soybean,Local,1646,2046,1846
2025-08-13,Maharashtra,Nashik,Tomato,Local,1698,2098,1898
2025-11-23,Maharashtra,Pune,Soybean,Local,3538,3938,3738
2025-01-08,Maharashtra,Nagpur,Wheat,Local,3127,3527,3327
2026-04-26,Maharashtra,Nagpur,Onion,Local,1004,1404,1204
2026-01-26,Maharashtra,Mumbai,Onion,Local,2838,3238,3038
2025-04-19,Maharashtra,Nashik,Soybean,Local,3800,4200,4000
2025-07-12,Maharashtra,Nagpur,Soybean,Local,1229,1629,1429
2026-04-25,Maharashtra,Nagpur,Rice,Local,3435,3835,3635
2026-04-27,Maharashtra,Pune,Onion,Local,3454,3854,3654
2025-01-06,Maharashtra,Mumbai,Soybean,Local,2703,3103,2903
2025-04-11,Maharashtra,Mumbai,Tomato,Local,1494,1894,1694
2025-12-30,Maharashtra,Nashik,Rice,Local,880,1280,1080
2026-03-30,Maharashtra,Mumbai,Wheat,Local,2307,2707,2507
2025-05-20,Maharashtra,Nashik,Onion,Local,823,1223,1023
2025-05-23,Maharashtra,Pune,Wheat,Local,2459,2859,2659
2025-04-18,Maharashtra,Aurangabad,Potato,Local,1509,1909,1709
2025-04-09,Maharashtra,Mumbai,Soybean,Local,4725,5125,4925
2025-09-20,Maharashtra,Nashik,Soybean,Local,3696,4096,3896
2025-06-22,Maharashtra,Aurangabad,Rice,Local,2037,2437,2237
2026-01-14,Maharashtra,Nagpur,Potato,Local,1456,1856,1656
2025-07-13,Maharashtra,Nagpur,Tomato,Local,1256,1656,1456
2026-05-14,Maharashtra,Aurangabad,Rice,Local,3559,3959,3759
2025-12-17,Maharashtra,Pune,Wheat,Local,937,1337,1137
2026-05-09,Maharashtra,Aurangabad,Tomato,Local,2323,2723,2523
2025-07-23,Maharashtra,Mumbai,Soybean,Local,2808,3208,3008
2026-02-16,Maharashtra,Nashik,Wheat,Local,3476,3876,3676
2026-03-24,Maharashtra,Aurangabad,Rice,Local,2982,3382,3182
2025-07-04,Maharashtra,Nagpur,Tomato,Local,3024,3424,3224
2025-07-20,Maharashtra,Mumbai,Onion,Local,1764,2164,1964
2025-02-26,Maharashtra,Aurangabad,Rice,Local,2315,2715,2515
2026-02-01,Maharashtra,Nashik,Wheat,Local,4515,4915,4715
2026-02-16,Maharashtra,Nashik,Rice,Local,2842,3242,3042
2025-04-14,Maharashtra,Mumbai,Potato,Local,2815,3215,3015
2025-02-20,Maharashtra,Pune,Rice,Local,4454,4854,4654
2025-08-18,Maharashtra,Mumbai,Tomato,Local,1263,1663,1463
2025-04-03,Maharashtra,Nagpur,Potato,Local,4249,4649,4449
2025-09-23,Maharashtra,Nagpur,Rice,Local,3280,3680,3480
2025-10-19,Maharashtra,Mumbai,Soybean,Local,3662,4062,3862
2025-02-03,Maharashtra,Pune,Potato,Local,4607,5007,4807
2026-04-18,Maharashtra,Nagpur,Rice,Local,2681,3081,2881
2026-04-13,Maharashtra,Pune,Tomato,Local,3702,4102,3902
2025-10-03,Maharashtra,Nagpur,Onion,Local,2900,3300,3100
2025-05-09,Maharashtra,Nagpur,Potato,Local,1895,2295,2095
2026-01-30,Maharashtra,Nashik,Wheat,Local,2951,3351,3151
2025-07-11,Maharashtra,Nagpur,Soybean,Local,3435,3835,3635
2026-04-07,Maharashtra,Mumbai,Potato,Local,1445,1845,1645
2025-06-26,Maharashtra,Pune,Onion,Local,4677,5077,4877
2026-03-29,Maharashtra,Pune,Rice,Local,1677,2077,1877
2025-10-14,Maharashtra,Pune,Wheat,Local,2744,3144,2944
2025-07-02,Maharashtra,Nashik,Potato,Local,2240,2640,2440
2026-01-14,Maharashtra,Aurangabad,Onion,Local,2186,2586,2386
2025-11-01,Maharashtra,Pune,Potato,Local,3403,3803,3603
2026-05-10,Maharashtra,Mumbai,Wheat,Local,3993,4393,4193
2026-03-23,Maharashtra,Pune,Wheat,Local,4675,5075,4875
2026-04-25,Maharashtra,Nashik,Tomato,Local,4166,4566,4366
2025-12-04,Maharashtra,Nashik,Rice,Local,2929,3329,3129
2025-07-19,Maharashtra,Nashik,Potato,Local,1790,2190,1990
2025-10-19,Maharashtra,Pune,Tomato,Local,2461,2861,2661
2025-11-09,Maharashtra,Aurangabad,Potato,Local,3073,3473,3273
2025-03-05,Maharashtra,Nagpur,Soybean,Local,3269,3669,3469
2026-04-07,Maharashtra,Aurangabad,Wheat,Local,3108,3508,3308
2025-05-13,Maharashtra,Aurangabad,Tomato,Local,2642,3042,2842
2025-05-21,Maharashtra,Nashik,Onion,Local,4785,5185,4985
2025-07-03,Maharashtra,Pune,Onion,Local,1681,2081,1881
2025-06-16,Maharashtra,Nashik,Soybean,Local,2214,2614,2414
2025-08-03,Maharashtra,Pune,Soybean,Local,2660,3060,2860
2025-08-19,Maharashtra,Nashik,Potato,Local,4124,4524,4324
2025-10-10,Maharashtra,Mumbai,Rice,Local,4635,5035,4835
2026-04-02,Maharashtra,Nagpur,Onion,Local,1032,1432,1232
2025-08-03,Maharashtra,Aurangabad,Wheat,Local,1232,1632,1432
2025-02-15,Maharashtra,Mumbai,Wheat,Local,4173,4573,4373
2025-08-06,Maharashtra,Nagpur,Tomato,Local,1331,1731,1531
2026-01-30,Maharashtra,Nagpur,Potato,Local,2234,2634,2434
2026-04-30,Maharashtra,Pune,Tomato,Local,1655,2055,1855
2025-08-10,Maharashtra,Mumbai,Tomato,Local,3574,3974,3774
2026-03-12,Maharashtra,Aurangabad,Wheat,Local,2468,2868,2668
2025-02-05,Maharashtra,Nashik,Rice,Local,2061,2461,2261
2026-05-05,Maharashtra,Nashik,Onion,Local,2230,2630,2430
2025-08-21,Maharashtra,Nashik,Soybean,Local,2346,2746,2546
2025-05-30,Maharashtra,Aurangabad,Tomato,Local,2730,3130,2930
2025-11-26,Maharashtra,Nashik,Soybean,Local,3317,3717,3517
2026-05-06,Maharashtra,Mumbai,Onion,Local,3323,3723,3523
2025-06-21,Maharashtra,Nagpur,Tomato,Local,2947,3347,3147
2025-07-27,Maharashtra,Aurangabad,Tomato,Local,4183,4583,4383
2025-10-19,Maharashtra,Nashik,Tomato,Local,2268,2668,2468
2025-10-28,Maharashtra,Nashik,Potato,Local,1882,2282,2082
2026-01-24,Maharashtra,Pune,Rice,Local,4170,4570,4370
2025-04-13,Maharashtra,Nashik,Potato,Local,1035,1435,1235
2025-03-02,Maharashtra,Aurangabad,Soybean,Local,4556,4956,4756
2025-05-05,Maharashtra,Nagpur,Onion,Local,3335,3735,3535
2025-12-24,Maharashtra,Nashik,Potato,Local,3618,4018,3818
2026-01-11,Maharashtra,Aurangabad,Tomato,Local,3681,4081,3881
2025-08-12,Maharashtra,Nagpur,Rice,Local,2884,3284,3084
2025-10-11,Maharashtra,Pune,Rice,Local,4216,4616,4416
2025-10-02,Maharashtra,Nagpur,Soybean,Local,2758,3158,2958
2025-12-02,Maharashtra,Nashik,Wheat,Local,2758,3158,2958
2025-10-12,Maharashtra,Pune,Rice,Local,3332,3732,3532
2025-12-01,Maharashtra,Mumbai,Onion,Local,2633,3033,2833
2025-11-13,Maharashtra,Pune,Tomato,Local,3988,4388,4188
2025-09-01,Maharashtra,Aurangabad,Potato,Local,956,1356,1156
2026-01-26,Maharashtra,Aurangabad,Soybean,Local,901,1301,1101
2025-06-25,Maharashtra,Aurangabad,Tomato,Local,813,1213,1013
2025-04-02,Maharashtra,Aurangabad,Rice,Local,3199,3599,3399
2025-01-04,Maharashtra,Aurangabad,Tomato,Local,2498,2898,2698
2025-05-15,Maharashtra,Aurangabad,Soybean,Local,1505,1905,1705
2025-06-12,Maharashtra,Nagpur,Wheat,Local,2025,2425,2225
2025-09-01,Maharashtra,Nashik,Soybean,Local,2909,3309,3109
2025-10-10,Maharashtra,Nagpur,Rice,Local,2843,3243,3043
2025-12-20,Maharashtra,Nagpur,Potato,Local,1922,2322,2122
2025-03-15,Maharashtra,Nashik,Soybean,Local,3572,3972,3772
2025-08-03,Maharashtra,Mumbai,Tomato,Local,2440,2840,2640
2025-03-08,Maharashtra,Nagpur,Potato,Local,4637,5037,4837
2025-05-01,Maharashtra,Nagpur,Rice,Local,3254,3654,3454
2025-07-27,Maharashtra,Aurangabad,Soybean,Local,3397,3797,3597
2026-01-14,Maharashtra,Nagpur,Potato,Local,1146,1546,1346
2025-10-14,Maharashtra,Nashik,Tomato,Local,1470,1870,1670
2026-03-09,Maharashtra,Nagpur,Wheat,Local,2347,2747,2547
2025-09-29,Maharashtra,Aurangabad,Wheat,Local,3751,4151,3951
2025-08-16,Maharashtra,Mumbai,Potato,Local,4259,4659,4459
2025-11-24,Maharashtra,Aurangabad,Onion,Local,1043,1443,1243
2025-12-24,Maharashtra,Mumbai,Potato,Local,1054,1454,1254
2025-11-15,Maharashtra,Pune,Soybean,Local,3535,3935,3735
2025-09-04,Maharashtra,Pune,Soybean,Local,1827,2227,2027
2025-10-25,Maharashtra,Aurangabad,Wheat,Local,2190,2590,2390
2025-10-09,Maharashtra,Nagpur,Onion,Local,3572,3972,3772
2025-12-10,Maharashtra,Aurangabad,Wheat,Local,3541,3941,3741
2025-01-04,Maharashtra,Aurangabad,Tomato,Local,4308,4708,4508
2026-01-25,Maharashtra,Mumbai,Soybean,Local,3546,3946,3746
2025-09-13,Maharashtra,Mumbai,Tomato,Local,4208,4608,4408
2025-03-21,Maharashtra,Nashik,Potato,Local,2650,3050,2850
2026-04-09,Maharashtra,Aurangabad,Onion,Local,4287,4687,4487
2025-11-13,Maharashtra,Pune,Tomato,Local,3178,3578,3378
2025-07-01,Maharashtra,Mumbai,Tomato,Local,1885,2285,2085
2025-12-18,Maharashtra,Pune,Wheat,Local,4157,4557,4357
2025-06-05,Maharashtra,Pune,Rice,Local,3340,3740,3540
2025-03-25,Maharashtra,Aurangabad,Soybean,Local,2207,2607,2407
2025-06-26,Maharashtra,Mumbai,Rice,Local,4302,4702,4502
2025-10-19,Maharashtra,Pune,Onion,Local,1148,1548,1348
2025-05-03,Maharashtra,Mumbai,Onion,Local,2193,2593,2393
2025-12-04,Maharashtra,Mumbai,Onion,Local,4057,4457,4257
2025-04-01,Maharashtra,Nagpur,Soybean,Local,2758,3158,2958
2025-07-17,Maharashtra,Mumbai,Potato,Local,1988,2388,2188
2026-03-14,Maharashtra,Nagpur,Potato,Local,1552,1952,1752
2026-02-25,Maharashtra,Nagpur,Rice,Local,1566,1966,1766
2026-03-04,Maharashtra,Mumbai,Soybean,Local,1823,2223,2023
2025-10-09,Maharashtra,Mumbai,Potato,Local,3165,3565,3365
2025-07-04,Maharashtra,Mumbai,Potato,Local,2407,2807,2607
2026-04-14,Maharashtra,Pune,Tomato,Local,3064,3464,3264
2025-09-04,Maharashtra,Mumbai,Onion,Local,3349,3749,3549
2026-04-16,Maharashtra,Mumbai,Rice,Local,959,1359,1159
2026-03-15,Maharashtra,Aurangabad,Tomato,Local,1932,2332,2132
2025-03-05,Maharashtra,Mumbai,Wheat,Local,1984,2384,2184
2025-11-19,Maharashtra,Pune,Soybean,Local,4292,4692,4492
2026-04-06,Maharashtra,Mumbai,Soybean,Local,2908,3308,3108
2025-07-12,Maharashtra,Nagpur,Rice,Local,2964,3364,3164
2025-06-05,Maharashtra,Aurangabad,Potato,Local,2938,3338,3138
2025-07-16,Maharashtra,Nagpur,Soybean,Local,2658,3058,2858
2025-04-03,Maharashtra,Mumbai,Rice,Local,4041,4441,4241
2025-04-05,Maharashtra,Mumbai,Onion,Local,3192,3592,3392
2025-05-09,Maharashtra,Aurangabad,Wheat,Local,4026,4426,4226
2025-12-13,Maharashtra,Nashik,Soybean,Local,1554,1954,1754
2025-02-23,Maharashtra,Nashik,Rice,Local,3719,4119,3919
2025-08-18,Maharashtra,Pune,Onion,Local,2585,2985,2785
2026-05-12,Maharashtra,Nagpur,Rice,Local,3891,4291,4091
2025-12-11,Maharashtra,Mumbai,Onion,Local,4334,4734,4534
2025-12-04,Maharashtra,Pune,Tomato,Local,3080,3480,3280
2025-12-18,Maharashtra,Nashik,Potato,Local,4086,4486,4286
2025-07-27,Maharashtra,Pune,Onion,Local,3346,3746,3546
2025-01-22,Maharashtra,Nashik,Potato,Local,3344,3744,3544
2025-10-31,Maharashtra,Nagpur,Soybean,Local,3682,4082,3882
2025-08-17,Maharashtra,Aurangabad,Potato,Local,4320,4720,4520
2025-08-26,Maharashtra,Nashik,Onion,Local,3810,4210,4010
2026-03-27,Maharashtra,Pune,Tomato,Local,928,1328,1128
2025-03-12,Maharashtra,Mumbai,Tomato,Local,4402,4802,4602
2025-01-15,Maharashtra,Pune,Rice,Local,1716,2116,1916
2025-05-24,Maharashtra,Mumbai,Wheat,Local,1774,2174,1974
2025-07-24,Maharashtra,Mumbai,Tomato,Local,1417,1817,1617
2025-09-19,Maharashtra,Nagpur,Soybean,Local,1747,2147,1947
2025-11-04,Maharashtra,Nashik,Rice,Local,911,1311,1111
2026-01-18,Maharashtra,Nagpur,Soybean,Local,934,1334,1134
2025-08-23,Maharashtra,Nagpur,Potato,Local,1684,2084,1884
2025-12-27,Maharashtra,Pune,Onion,Local,2517,2917,2717
2025-11-25,Maharashtra,Nagpur,Tomato,Local,800,1200,1000
2026-04-10,Maharashtra,Aurangabad,Onion,Local,4033,4433,4233
2025-05-23,Maharashtra,Nagpur,Rice,Local,1301,1701,1501
2025-01-25,Maharashtra,Nagpur,Wheat,Local,3349,3749,3549
2025-05-04,Maharashtra,Mumbai,Soybean,Local,2402,2802,2602
2026-01-29,Maharashtra,Mumbai,Soybean,Local,2825,3225,3025
2025-09-20,Maharashtra,Nashik,Onion,Local,4316,4716,4516
2026-04-29,Maharashtra,Mumbai,Onion,Local,2310,2710,2510
2025-05-01,Maharashtra,Nagpur,Potato,Local,1753,2153,1953
2025-12-25,Maharashtra,Nashik,Onion,Local,1395,1795,1595
2025-07-31,Maharashtra,Nagpur,Tomato,Local,1937,2337,2137
2026-01-10,Maharashtra,Pune,Soybean,Local,4171,4571,4371
2026-03-15,Maharashtra,Nagpur,Soybean,Local,3902,4302,4102
2025-04-30,Maharashtra,Nagpur,Onion,Local,3769,4169,3969
2025-07-07,Maharashtra,Nashik,Soybean,Local,4769,5169,4969
2025-01-06,Maharashtra,Pune,Tomato,Local,4576,4976,4776
2025-08-21,Maharashtra,Mumbai,Onion,Local,2924,3324,3124
2025-01-12,Maharashtra,Aurangabad,Onion,Local,1375,1775,1575
2026-03-11,Maharashtra,Nashik,Wheat,Local,3818,4218,4018
2025-06-01,Maharashtra,Aurangabad,Soybean,Local,4623,5023,4823
2025-05-24,Maharashtra,Aurangabad,Soybean,Local,2196,2596,2396
2025-04-29,Maharashtra,Aurangabad,Potato,Local,3221,3621,3421
2025-08-22,Maharashtra,Nashik,Rice,Local,3320,3720,3520
2026-04-15,Maharashtra,Pune,Tomato,Local,1948,2348,2148
2025-07-05,Maharashtra,Aurangabad,Rice,Local,1654,2054,1854
2025-08-18,Maharashtra,Mumbai,Potato,Local,4652,5052,4852
2025-05-31,Maharashtra,Nagpur,Soybean,Local,2319,2719,2519
2025-04-26,Maharashtra,Nashik,Onion,Local,4057,4457,4257
2026-02-03,Maharashtra,Mumbai,Soybean,Local,2032,2432,2232
2025-05-14,Maharashtra,Mumbai,Potato,Local,3889,4289,4089
2025-11-08,Maharashtra,Nagpur,Rice,Local,3106,3506,3306
2025-08-31,Maharashtra,Nashik,Rice,Local,889,1289,1089
2025-05-02,Maharashtra,Aurangabad,Tomato,Local,4472,4872,4672
2025-08-22,Maharashtra,Mumbai,Rice,Local,3733,4133,3933
2026-05-02,Maharashtra,Nagpur,Potato,Local,3264,3664,3464
2026-03-13,Maharashtra,Nashik,Wheat,Local,1488,1888,1688
2025-07-16,Maharashtra,Aurangabad,Rice,Local,3474,3874,3674
2025-03-08,Maharashtra,Nashik,Wheat,Local,4787,5187,4987
2026-02-13,Maharashtra,Nagpur,Onion,Local,2098,2498,2298
2026-01-17,Maharashtra,Nashik,Wheat,Local,4562,4962,4762
2025-05-25,Maharashtra,Pune,Tomato,Local,4450,4850,4650
2025-09-11,Maharashtra,Nashik,Potato,Local,1619,2019,1819
2025-11-13,Maharashtra,Aurangabad,Potato,Local,3731,4131,3931
2025-04-01,Maharashtra,Nashik,Tomato,Local,3315,3715,3515
2026-03-16,Maharashtra,Pune,Onion,Local,2408,2808,2608
2026-04-04,Maharashtra,Pune,Rice,Local,2483,2883,2683
2025-03-29,Maharashtra,Nagpur,Wheat,Local,4784,5184,4984
2025-02-03,Maharashtra,Aurangabad,Onion,Local,3359,3759,3559
2026-02-05,Maharashtra,Pune,Soybean,Local,1164,1564,1364
2025-01-26,Maharashtra,Nashik,Wheat,Local,2402,2802,2602
2025-10-18,Maharashtra,Mumbai,Tomato,Local,4355,4755,4555
2025-10-18,Maharashtra,Mumbai,Wheat,Local,3054,3454,3254
2025-10-10,Maharashtra,Nagpur,Soybean,Local,1338,1738,1538
2026-05-11,Maharashtra,Pune,Tomato,Local,4661,5061,4861
2025-10-29,Maharashtra,Aurangabad,Onion,Local,3649,4049,3849
2026-01-30,Maharashtra,Aurangabad,Soybean,Local,2837,3237,3037
2025-10-31,Maharashtra,Mumbai,Onion,Local,3612,4012,3812
2025-11-05,Maharashtra,Pune,Tomato,Local,868,1268,1068
2025-04-28,Maharashtra,Mumbai,Rice,Local,4126,4526,4326
2026-05-10,Maharashtra,Nashik,Potato,Local,948,1348,1148
2026-03-27,Maharashtra,Pune,Wheat,Local,2455,2855,2655
2025-01-13,Maharashtra,Mumbai,Soybean,Local,4495,4895,4695
2025-01-04,Maharashtra,Mumbai,Tomato,Local,4036,4436,4236
2026-03-29,Maharashtra,Aurangabad,Soybean,Local,1741,2141,1941
2025-03-18,Maharashtra,Aurangabad,Onion,Local,4409,4809,4609
2025-07-31,Maharashtra,Mumbai,Rice,Local,2031,2431,2231
2025-02-06,Maharashtra,Nashik,Rice,Local,1860,2260,2060
2025-04-21,Maharashtra,Aurangabad,Tomato,Local,4589,4989,4789
2025-01-26,Maharashtra,Mumbai,Soybean,Local,1778,2178,1978
2025-05-24,Maharashtra,Nashik,Tomato,Local,3460,3860,3660
2025-04-24,Maharashtra,Nagpur,Soybean,Local,4739,5139,4939
2025-01-18,Maharashtra,Pune,Onion,Local,1389,1789,1589
2025-06-23,Maharashtra,Nagpur,Onion,Local,2809,3209,3009
2025-08-08,Maharashtra,Mumbai,Soybean,Local,4111,4511,4311
2025-05-03,Maharashtra,Aurangabad,Wheat,Local,2759,3159,2959
2025-02-17,Maharashtra,Aurangabad,Soybean,Local,1158,1558,1358
2025-03-22,Maharashtra,Pune,Rice,Local,4745,5145,4945
2026-04-02,Maharashtra,Nashik,Soybean,Local,1660,2060,1860
2025-07-27,Maharashtra,Mumbai,Soybean,Local,1883,2283,2083
2025-06-12,Maharashtra,Nashik,Soybean,Local,4304,4704,4504
2025-03-01,Maharashtra,Mumbai,Rice,Local,1025,1425,1225
2025-07-27,Maharashtra,Pune,Tomato,Local,1975,2375,2175
2026-03-18,Maharashtra,Mumbai,Soybean,Local,1122,1522,1322
2025-03-05,Maharashtra,Mumbai,Onion,Local,1072,1472,1272
2025-05-30,Maharashtra,Aurangabad,Tomato,Local,2144,2544,2344
2025-12-15,Maharashtra,Mumbai,Wheat,Local,2809,3209,3009
2026-01-05,Maharashtra,Nagpur,Wheat,Local,1976,2376,2176
2025-05-09,Maharashtra,Nashik,Wheat,Local,3534,3934,3734
2025-01-20,Maharashtra,Pune,Rice,Local,2870,3270,3070
2025-01-08,Maharashtra,Nagpur,Potato,Local,1238,1638,1438
2025-09-13,Maharashtra,Aurangabad,Onion,Local,3070,3470,3270
2026-04-05,Maharashtra,Mumbai,Onion,Local,1961,2361,2161
2025-04-18,Maharashtra,Pune,Onion,Local,1569,1969,1769
2025-10-26,Maharashtra,Mumbai,Soybean,Local,805,1205,1005
2026-02-06,Maharashtra,Mumbai,Tomato,Local,1960,2360,2160
2025-04-24,Maharashtra,Nashik,Tomato,Local,3503,3903,3703
2025-11-17,Maharashtra,Nagpur,Tomato,Local,1767,2167,1967
2026-04-29,Maharashtra,Aurangabad,Onion,Local,1966,2366,2166
2025-12-01,Maharashtra,Mumbai,Potato,Local,4438,4838,4638
2025-10-10,Maharashtra,Mumbai,Soybean,Local,827,1227,1027
2025-08-10,Maharashtra,Mumbai,Potato,Local,1949,2349,2149
2026-02-13,Maharashtra,Nagpur,Tomato,Local,997,1397,1197
2025-04-21,Maharashtra,Nagpur,Wheat,Local,2636,3036,2836
2025-12-09,Maharashtra,Nagpur,Wheat,Local,3656,4056,3856
2025-02-26,Maharashtra,Pune,Soybean,Local,1302,1702,1502
2025-07-20,Maharashtra,Nagpur,Rice,Local,4647,5047,4847
2025-05-12,Maharashtra,Mumbai,Onion,Local,1499,1899,1699
2025-12-09,Maharashtra,Nagpur,Potato,Local,4373,4773,4573
2025-01-19,Maharashtra,Pune,Onion,Local,3598,3998,3798
2026-01-27,Maharashtra,Pune,Wheat,Local,3822,4222,4022
2026-03-25,Maharashtra,Nashik,Onion,Local,4357,4757,4557
2025-03-17,Maharashtra,Pune,Tomato,Local,3605,4005,3805
2025-05-20,Maharashtra,Nagpur,Soybean,Local,4193,4593,4393
2026-03-08,Maharashtra,Nashik,Soybean,Local,1280,1680,1480
2026-01-13,Maharashtra,Nagpur,Wheat,Local,1486,1886,1686
2025-07-12,Maharashtra,Nagpur,Soybean,Local,879,1279,1079
2026-03-28,Maharashtra,Mumbai,Tomato,Local,2341,2741,2541
2025-11-09,Maharashtra,Nashik,Potato,Local,3898,4298,4098
2025-11-16,Maharashtra,Aurangabad,Rice,Local,1833,2233,2033
2026-03-31,Maharashtra,Nashik,Potato,Local,4452,4852,4652
2025-04-27,Maharashtra,Aurangabad,Tomato,Local,2529,2929,2729
2026-01-12,Maharashtra,Mumbai,Wheat,Local,3603,4003,3803
2026-02-01,Maharashtra,Nagpur,Tomato,Local,2323,2723,2523
2025-12-14,Maharashtra,Nashik,Wheat,Local,4292,4692,4492
2025-01-31,Maharashtra,Pune,Rice,Local,3842,4242,4042
2025-07-22,Maharashtra,Nagpur,Potato,Local,2681,3081,2881
2025-03-01,Maharashtra,Pune,Soybean,Local,2451,2851,2651
2025-06-22,Maharashtra,Aurangabad,Soybean,Local,3864,4264,4064
2025-11-21,Maharashtra,Nashik,Rice,Local,3967,4367,4167
2025-03-24,Maharashtra,Pune,Potato,Local,2081,2481,2281
2025-04-08,Maharashtra,Pune,Soybean,Local,2162,2562,2362
2025-10-02,Maharashtra,Nashik,Tomato,Local,4052,4452,4252
2025-06-03,Maharashtra,Nashik,Tomato,Local,1822,2222,2022
2026-01-12,Maharashtra,Nagpur,Potato,Local,1866,2266,2066
2025-01-07,Maharashtra,Nagpur,Onion,Local,1422,1822,1622
